"pc 1" "pc 2" "pc 3" "pc 4" "pc 5" "pc 6" "pc 7" "pc 8" "pc 9" "pc 10" "pc 11" "pc 12" "pc 13" "pc 14" "pc 15" "pc 16" "pc 17" "pc 18" "pc 19" "pc 20" label
-2.2062847454472414 0.6886998172735234 -0.5609676448264043 -2.3973589182249264 -0.4587977446152633 -0.4453938103483539 1.002085870720614 1.4122689730846123 -1.0570807935586413 -0.05535815326712355 -1.1020796409162819 0.7098803804508804 -0.5916658213143177 0.27847675828098595 0.36032441018546235 0.036680013295205156 0.6868534921838445 -0.025479125691465983 -0.1930316031689875 0.08253007817759447 0
-1.2926633182514347 0.17956037084265133 0.18653602786323725 -1.039083245922682 -2.7777077463420157 1.8412416022917564 0.5592027429583036 -0.18609723112805382 -0.3078147629176881 -0.0018111743862843565 0.3755979914761239 -0.31483054519672393 2.2907980038006013 -1.2817112205271937 -0.3700923108137751 -0.642621377179481 -1.2015988119391838 -0.6369543566895626 0.03815169142538771 0.6822366153243091 0
-0.8745317104648288 1.534500664868376 0.4167384019067976 2.488007672714074 -0.006750403455837771 -0.6959694758717233 -0.37849914165058995 -0.7849193511409582 -0.07016960306398888 0.9283288347606896 0.860333530313487 0.5502382407173659 0.27637866560825786 0.03546281656886104 1.513277361848765 -0.24152846183009533 -0.15581961399897776 0.0871474219245791 -0.7695416867971809 -0.747888631987952 0
-5.267327267842338 -1.0979332536252007 -0.6503563911392036 0.7154747120069802 -1.1132207075761777 -2.008871927273067 0.9544282233153429 0.8446539496505522 -0.4319074219027231 -0.24286057655095558 -0.2720135473469596 -1.0286870167513718 0.11850690313312154 -0.5098265304551892 -0.6114170152594761 -0.6268124717223623 0.204047343629842 -0.15692648104317347 0.4193219359270296 -0.4273830552664799 0
-1.9740303329439726 0.39881395727386304 0.4972206788704563 0.8837162717247724 0.8050149917528598 -2.199575132220185 2.3033918410537195 -0.7728912563970988 0.7872975824710565 0.08908734648754336 -0.2767621763222495 -0.6137554379012767 1.3295772426875612 0.17932365268418413 -1.5568429320551467 -1.1114103781904372 -1.2160841580164843 0.1744771262423165 0.18352994852924978 0.5265755253870678 0
-4.0121560785185215 -3.003056894724028 0.6741659426409178 -2.4160313271506983 -0.5511371938326131 -2.204789334606597 -1.9290642228900146 0.2232291995924685 -0.03872019518393115 -0.21417406502795455 -0.3025422894719676 -0.39917865166186345 -0.33437205075153886 0.8480254584142813 -0.6547635782653985 0.09225014309658815 0.07638851524127294 0.4440165633993361 0.23165398089287687 -0.6954185251581176 1
-0.04550245460595408 -0.29052344506619043 -2.2597433400058047 0.2984693852219382 0.8218248459322599 1.1271958820278603 0.15551729821620444 0.07637022985948214 0.004955322662532653 -0.18726629758163668 -1.094456093155264 -0.554502684478115 -0.2188032411058719 0.8819307797636567 0.4162943587734276 0.9314894413919944 -0.4283175814449922 0.3345982190879179 0.18416817296469098 0.16603413017105628 1
-2.460186671960193 1.4643192410086294 -1.3738336668920137 -0.9944653168663435 0.19840156054567518 0.6207216201898323 -0.7786024458198011 -0.22794319045271855 0.06352240013485295 0.14812054598222027 -1.4007562545405978 0.9998508000412352 0.37023683298399984 0.4159151990609719 0.7420460465174187 0.783763311951176 0.31587030770503405 -0.7708607131299435 -0.6749833735239823 0.6946840138864842 0
-0.28475229685862363 3.285419421892701 1.3145715383343675 0.8546201967725839 2.239843438187698 0.09394284439187199 -2.080546413815523 0.9413832021997273 0.122431018943171 1.497271528199084 -0.6334811708328981 -0.21793106741371382 0.30500529467980075 -0.6898034927083962 -0.6599595915503508 -0.5630705857803817 -1.660197975367798 0.2574079852676234 0.10526101600921815 -1.1018377261007584 1
-1.9424771022665386 -0.2988690162570634 0.019827780487916936 1.1219528714758928 0.6255925047339173 -1.0170645204101005 -0.6313891900120615 0.5108670154495238 -1.0429021219878032 -0.18328000697390673 -0.17618992349797977 0.6671852126113998 0.22770717630179693 -0.4724617203435012 1.3934853241695975 -0.40974078028780175 -0.15736056797051381 0.35696888795467807 0.5605753218426109 0.4759053529756207 0
