"pc 1" "pc 2" "pc 3" "pc 4" "pc 5" "pc 6" "pc 7" "pc 8" "pc 9" "pc 10" "pc 11" "pc 12" "pc 13" "pc 14" "pc 15" "pc 16" "pc 17" "pc 18" "pc 19" "pc 20" "pc 21" label
-2.0328714491752176 -1.5247722680177225 0.7970569524738101 -0.15891724920683883 0.6915325625133161 1.090437530621425 0.748722931103121 -0.38342503095847547 -0.06057583349927863 0.47925161980513525 1.0447939167110252 -0.33339974067748585 0.791609051935713 -0.4068459229639911 0.3886752627958177 -1.400594704914417 1.6155090761490989 1.502044534401218 -0.35709156748787146 -0.044530785271884754 -0.8187293727074023 0
-1.943481123598103 1.7928179976603649 0.3401679398298626 0.05282332170236695 -1.0370169236860072 0.9518509408540354 -0.2962745827578491 -0.011899996442133418 1.5227473928101611 0.7115993113060894 0.8943189010665041 -0.7595086636011239 1.618067616792568 -0.5890767725063615 -0.8108983202348881 -1.6067081745128657 0.6218056163861175 0.41586552304005897 0.6708124490224885 -0.08826745378620764 0.4084134984851112 0
-1.0617811595141264 1.1231620921591905 0.3270767003043538 -0.04843966428034111 1.359264301068914 -0.448716078236739 -0.39093671653943374 0.9648483371439454 0.6166110520569379 -1.7668445605000924 -0.34588493135730164 0.9322984154377876 -1.114571580543152 0.4448702854977312 -0.31198598419546497 0.4467081357710915 -0.677231053391592 -0.022729113306100175 1.2922350854512041 -0.18850336605242898 -0.41074589815285617 0
0.7991147447010588 1.3399389077560668 -2.081329665930982 -1.2552174668194316 0.37046206752244476 1.3061803421674525 1.0785656200541545 -1.3443178080244464 -0.08565709179902975 -0.9652395479683459 -0.7607386416899966 0.026201659679940557 0.5615324073618482 -0.17971365594653846 0.5157161720694932 0.4281356751807287 0.6074775865004307 -0.7468194502557833 -0.026324419628324755 -0.1433093386200795 -0.6309211530864962 0
3.3502927464736345 0.5634944973033277 1.005900210227026 2.2692058892818405 -0.42642519218360386 -0.1601288711647072 -0.01789391130030722 -0.148023950357233 -1.6133956668203797 -0.3178310842244663 -1.6393342953145182 -1.1684691957391564 -0.16961336198099725 0.10462577016210564 1.4754952723790686 -0.11677638131757447 -0.5406228914688289 0.5159381169661706 0.4941729530141615 -1.0942421626652192 -0.7852100424236843 0
5.546939048555615 1.0384261620782438 -1.4885608358264497 1.7489596190386165 1.301129263913249 0.14525922292278026 -0.003394407115514106 1.6093310509979784 -0.8009103322286678 1.2367425192901838 -0.3976460976111736 0.37919211229579725 0.8760293746667255 -0.8864620644810025 0.7019725908473381 -0.2487930663976281 0.971948965423479 2.352256716047407 0.9710360332219248 0.1437012445522615 0.4071218966190579 0
2.2145072924087263 -0.32647412752787136 -2.9973478986913187 1.696350970566028 -0.6826319830164902 -0.8898122074547697 -0.3380490986306317 1.270688589324711 -0.8356611689275925 -0.25550577297627314 0.09952026758592636 -0.23877879306001043 -0.2872971392006818 0.32542584049474116 -1.4200895206403685 -0.7582382728981876 0.008939532429496563 -0.5488178018260038 0.8311620232119095 0.21841893667610207 0.797686123188555 0
-3.142975176747135 0.8517541243146416 1.4886549729355674 -0.5026080622017649 -1.1686851247511005 -0.7533769704984812 0.8340105304531107 1.8599006955947603 1.4905609124029198 0.16731312595596315 0.010450035266483745 0.5532048985470919 -1.0203669648172111 -0.94775031713023 -0.5285627536715435 -1.068705668800677 -0.10260893803998805 0.10005520698661653 -0.9526159094770126 -0.29332471047314973 0.9163248720275013 1
0.37726864717490566 -1.0075794756061618 -1.756021021666378 -3.120278620245951 2.4205030710219986 1.4530595702088542 0.31417590061727385 -2.1125359644437958 0.14067153424823142 -0.5589326811186937 -0.32188063376980813 0.5677533200252212 -0.6575232527502822 -1.0076802006268935 0.5079026286928969 -0.6680698908559015 0.8872471071521643 0.7916631667255324 -0.41049164604018046 0.33421304530665236 -0.13511232348069901 0
0.23947062525606913 0.7360860074986982 1.6130145906611157 -1.1102777618594666 0.9628760022381584 -2.8189317732877637 0.2534768407468729 -0.7211507893969957 -0.6860271043987015 -1.7510279858784632 -0.047349368730347 -1.2786732811552421 0.4429291893694621 -0.7704940907492778 -0.19815200492504656 -0.4862003918241091 -1.1730651006035333 -0.7098742814281642 -0.4818924758898439 -0.190975057199895 1.4012564039209843 0
