Entry_ID  Pocket_Score drug_score volume nb_asph inter_chain apol_asph_proportion mean_asph_radius as_density mean_asph_solv_acc mean_loc_hyd_dens flex hydrophobicity_score volume_score charge_score polarity_score a0_apol a0_pol af_apol af_pol n_abpa ala cys asp glu phe gly his ile lys leu met asn pro gln arg ser thr val trp tyr
6553  0.3135 0.8888 799.2078 104 0 0.6058 3.8788 6.3264 0.4712 46.3492 0.2553 34.6786 3.6071 -2 11 142.3217 72.9035 44.0602 45.2418 14 3 1 0 2 0 0 1 4 0 1 3 0 2 1 0 3 2 0 2 3 0
6554  0.3762 0.9860 546.9983 83 0 0.6386 3.8716 5.4857 0.4424 43.4717 0.1988 46.8696 3.6087 -1 7 113.9920 38.6168 23.0354 3.4780 12 3 0 0 1 0 0 0 3 0 1 3 0 1 1 0 2 2 0 2 4 0
6555  0.1912 0.3803 242.4772 38 0 0.6316 3.9268 2.6483 0.4676 23.0000 0.4257 28.0000 4.9231 0 7 56.7585 30.5320 7.6454 7.0686 6 0 1 1 1 0 0 2 0 0 1 2 2 0 2 0 0 0 0 0 1 0
6556  0.1530 0.2552 679.5282 86 0 0.3023 3.9942 4.7926 0.4710 19.9231 0.3723 33.0000 3.5263 -1 8 123.8906 74.3290 47.8829 69.7847 9 1 0 0 1 3 0 1 4 1 0 2 0 0 0 0 2 0 2 1 1 0
6557  0.3820 0.2791 239.8492 33 0 0.6970 3.9322 2.4431 0.4617 22.0000 0.0000 54.2500 4.5000 2 6 42.2670 30.3549 24.8475 17.5588 4 0 0 0 0 0 1 0 0 2 0 2 0 0 1 0 0 2 1 0 3 0
6558  0.3243 0.6568 372.0849 38 0 0.7368 3.9667 3.8839 0.4643 22.9286 0.0557 52.4545 4.5455 2 6 88.1569 31.3821 32.4929 26.2537 4 0 0 0 0 0 1 0 0 2 1 1 0 0 1 0 0 2 1 0 2 0
6559  0.2543 0.3888 535.9360 65 1 0.4462 3.9798 4.2218 0.4843 26.5517 0.2928 40.7857 3.9286 -2 6 74.8729 47.1663 64.9857 43.4746 6 1 0 1 1 0 0 1 1 0 3 2 0 0 1 0 2 0 0 1 0 0
6560  0.1498 0.0326 555.8591 59 1 0.3559 4.0246 4.1952 0.4767 19.5238 0.3237 36.5333 4.0667 -1 7 84.5340 60.0238 42.0496 66.4193 7 1 0 1 1 0 0 1 1 0 3 2 1 0 1 0 2 0 0 1 0 0
6561  0.1760 0.1268 234.8811 15 0 0.8000 4.0101 2.2712 0.6036 11.0000 0.4729 53.0000 5.0000 -1 3 35.0212 21.4292 13.3794 41.7356 1 0 0 0 1 0 0 0 0 0 0 1 0 0 2 0 0 1 0 1 0 0
6562  0.0904 0.0982 311.9938 29 1 0.4828 3.9061 3.2005 0.5616 13.0000 0.3815 21.7500 3.5000 1 5 64.0043 22.5006 47.7836 27.9082 3 1 0 1 0 0 0 0 0 0 1 0 1 0 1 0 3 0 0 0 0 0
6563  0.1644 0.1020 535.7746 58 1 0.3966 3.9856 4.3204 0.4884 20.5217 0.2883 36.5333 4.0667 -1 7 89.3645 58.9302 47.7836 54.0493 7 1 0 1 1 0 0 1 1 0 3 2 1 0 1 0 2 0 0 1 0 0
6564  0.3387 0.9040 839.7297 101 0 0.3069 3.8822 7.8592 0.4732 18.1290 0.5253 26.0667 4.0667 -1 14 135.2543 99.6365 24.8475 57.7808 17 0 2 1 1 0 0 4 3 0 2 5 2 0 2 1 3 1 0 0 3 0
6565  0.2034 0.1603 124.8085 18 0 0.8889 3.8772 1.0551 0.6252 15.0000 0.7850 20.7143 3.8571 -2 4 18.1144 24.6436 9.5567 8.6949 2 0 0 0 2 0 0 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0
6566  -0.1153 0.1894 1349.3004 153 0 0.2745 3.8691 9.4359 0.4356 19.2857 0.4822 30.6944 4.3056 -4 19 233.0722 219.1751 86.0105 123.6369 25 2 1 1 2 1 2 3 5 0 1 0 0 1 6 1 2 1 2 5 0 0
6567  -0.1508 0.0001 370.7867 17 0 0.2353 4.1375 3.9149 0.6409 3.0000 0.4302 38.3000 4.4000 2 5 67.6272 62.8749 63.4715 79.0710 2 2 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 2 1 0 1 0
6568  0.3160 0.9979 2854.9407 466 0 0.8433 4.0535 12.0282 0.5078 113.6896 0.2478 49.6769 4.2769 1 20 471.3712 113.0122 239.0175 62.8287 26 4 3 0 0 2 3 4 8 1 7 7 1 2 9 0 2 2 1 3 6 0
6569  0.3142 0.9243 739.6828 95 0 0.7789 3.9409 5.8742 0.4913 62.3784 0.4019 28.5455 4.2727 -4 9 137.6696 46.4268 45.8723 34.8923 8 1 1 0 3 0 1 3 1 0 2 4 1 0 2 1 0 0 0 0 2 0
6570  0.0222 0.0018 267.7621 19 1 0.2632 4.0658 3.0299 0.6213 4.0000 0.5774 -4.1429 2.7143 -1 5 31.3983 38.6389 38.2269 33.0689 4 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0
6571  0.0902 0.0021 347.1118 27 0 0.3333 3.8371 3.5690 0.4955 8.0000 0.4627 21.1111 3.2222 -1 4 67.0529 23.6164 44.1595 48.9732 4 1 0 1 1 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 1 0
6572  0.0281 0.0005 300.6274 27 0 0.1481 3.8798 3.4854 0.6060 3.0000 0.4496 18.0833 3.6667 -2 6 42.2670 50.4471 24.8475 40.0248 8 1 0 1 0 0 0 2 2 0 0 1 0 0 0 1 0 1 0 2 1 0
6573  0.1938 0.8747 881.7347 147 0 0.7687 3.8516 6.9603 0.4472 72.7257 0.3441 23.0400 4.5600 2 11 208.9197 49.4420 53.5177 43.4746 11 0 0 1 1 0 0 1 1 1 0 3 3 0 1 5 0 0 1 3 4 0
6574  -0.3573 0.9103 2863.8816 393 0 0.5802 3.8801 11.5551 0.4208 59.6667 0.2708 44.6575 4.1781 -1 25 606.1303 208.1950 149.1842 118.4481 33 4 4 1 3 1 3 3 4 1 5 18 0 1 6 3 2 7 1 0 6 0
6575  0.2978 0.8194 797.7598 76 0 0.4211 3.8611 7.3472 0.5410 21.6250 0.4537 24.8500 4.4000 4 14 120.1885 114.9688 82.7835 73.7695 6 0 2 0 1 1 2 0 0 2 0 2 1 1 2 0 4 1 1 0 0 0
6576  0.0866 0.9463 1289.3896 128 0 0.6328 4.0278 9.0434 0.4923 44.3457 0.3985 33.8667 4.1333 -2 10 252.2158 105.2021 128.5565 92.3070 9 3 1 1 2 0 0 3 2 0 1 4 2 4 3 1 1 0 0 0 2 0
6577  0.1386 0.2375 224.5954 25 0 0.6800 3.8870 2.1953 0.5338 16.0000 0.2897 40.4000 4.5000 3 5 47.4732 29.4162 23.6311 19.4386 4 0 1 0 0 1 1 0 0 2 0 2 0 1 1 0 1 0 0 0 0 0
6578  -0.2606 0.8346 2108.0857 292 0 0.5205 4.0384 11.4396 0.4698 63.4868 0.4253 31.5952 4.2857 7 20 474.5981 187.4426 214.0707 149.1654 27 3 4 2 0 0 2 1 4 0 6 4 4 0 2 1 3 2 1 1 2 0
6579  0.0376 0.1288 203.4005 24 0 0.7917 3.8198 2.4106 0.5789 18.0000 0.1913 43.1000 4.1000 2 5 47.2357 18.4582 25.4431 5.2733 4 0 0 0 0 1 1 0 0 2 0 2 0 1 1 0 1 1 0 0 0 0
6580  0.1925 0.6031 878.7734 103 1 0.6019 4.0980 6.1429 0.5763 46.1613 0.2758 45.0455 4.4091 -2 9 162.6138 69.9546 103.3119 59.3789 12 0 0 1 1 1 1 1 4 0 1 2 0 1 4 0 0 1 1 3 0 0
6581  0.0864 0.6493 777.4464 74 1 0.7432 4.0698 5.0466 0.5365 48.2182 0.1921 59.1250 4.5625 -1 4 184.1136 36.6509 122.6239 33.1534 8 0 0 1 0 0 0 1 3 0 2 1 0 1 4 0 0 0 1 1 1 0
6582  0.2496 0.9811 1380.0835 150 0 0.7267 3.9764 9.5764 0.5056 66.0550 0.1147 50.2286 4.8286 5 12 284.0100 69.2373 134.2905 107.3453 14 0 5 1 2 0 1 0 1 1 6 6 1 3 2 0 0 1 0 0 5 0
6583  0.2671 0.0746 1992.3964 211 0 0.4408 3.8987 10.6875 0.4806 47.0753 0.5167 33.0435 4.5652 4 24 293.4536 172.0973 114.6807 206.7209 18 3 3 1 4 1 1 1 2 1 3 5 5 0 4 0 3 0 0 5 4 0
6584  -0.0466 0.9755 1471.7122 203 0 0.3793 4.0247 9.1745 0.5112 38.3896 0.4195 31.6341 3.6341 2 20 241.7631 183.3430 109.0460 47.1497 30 4 1 2 0 0 0 2 4 1 3 4 2 2 0 0 5 5 0 2 4 0
6585  -0.1373 0.1942 1164.1025 128 1 0.3828 3.9797 6.5909 0.4355 30.5306 0.4784 21.5172 4.0345 -1 15 188.4691 100.3981 112.7694 33.2097 24 2 1 0 3 0 0 1 5 1 1 0 1 1 3 2 2 1 2 3 0 0
6586  -0.5374 0.0354 1488.6915 173 1 0.3642 3.9570 7.9557 0.4644 44.6349 0.1298 20.8000 4.6667 -3 21 217.3730 283.2007 86.0105 192.3021 22 0 4 1 3 0 0 4 3 0 2 2 0 1 1 0 3 0 2 4 0 0
6587  0.0549 0.9012 1032.3925 133 0 0.6241 3.9690 6.4239 0.4550 69.1325 0.1872 41.1538 4.1538 -1 12 206.5044 78.7255 72.6311 31.4144 17 3 0 1 1 0 3 2 0 2 3 4 0 1 2 0 1 1 0 1 1 0
6588  -0.0039 0.9320 1177.1042 156 0 0.6346 3.9451 7.0788 0.4501 71.0505 0.1917 36.9394 4.2121 0 15 247.8012 81.8956 101.3013 22.7194 22 3 0 1 2 0 3 2 1 2 3 4 2 2 3 0 1 1 0 1 2 0
6589  0.0970 0.4239 298.9907 30 0 0.9667 3.9292 2.8979 0.4183 28.0000 0.5111 72.9167 5.4167 0 2 73.8236 16.2489 34.4042 10.4902 2 0 1 0 1 0 0 0 0 0 0 2 0 1 6 0 0 0 0 0 1 0
6590  0.4685 0.6295 684.7159 76 0 0.5132 3.9118 6.1606 0.5140 30.6667 0.0967 31.5217 4.1304 -4 12 96.6103 62.2774 66.8971 64.3706 10 0 0 2 2 0 1 2 3 0 2 0 0 2 2 0 1 1 2 1 2 0
6591  0.0445 0.9851 732.7445 121 0 0.8760 3.8965 6.0214 0.4700 80.5849 0.3362 56.4000 4.3600 0 6 177.5213 9.7316 74.5425 0.0000 7 4 0 0 0 0 0 1 1 0 2 4 1 2 2 1 1 0 0 3 3 0
6592  -0.0502 0.0074 767.9224 49 0 0.3265 3.9875 5.6244 0.5566 11.6250 0.4484 33.2667 4.0667 2 6 165.4451 52.0054 129.9715 40.1656 6 4 1 1 1 0 0 0 1 1 0 0 1 1 2 0 0 0 1 0 1 0
6593  0.0843 0.2577 1387.8668 150 1 0.4133 4.0852 8.2828 0.4936 35.0323 0.5739 28.5000 3.8333 -1 5 194.4281 145.0231 91.7446 155.5581 12 1 1 0 3 0 0 0 3 0 3 1 1 1 1 1 0 0 0 0 2 0
6594  0.1398 0.7105 622.5581 98 0 0.6633 3.8864 5.7445 0.4424 51.7538 0.3915 23.6190 4.2381 1 10 102.9651 82.9892 42.2481 50.5714 11 1 3 0 1 2 0 3 2 1 0 3 1 0 2 0 1 0 0 0 1 0
6595  0.2765 0.0121 382.1229 48 0 0.2083 4.0552 3.2612 0.5389 9.0000 0.2617 -0.9333 4.9333 -1 14 50.7204 70.0210 15.2908 57.6681 11 0 4 1 1 0 0 4 0 0 1 0 0 0 0 0 2 0 1 1 0 0
6596  -0.1361 0.9964 2056.7290 235 0 0.6979 3.9105 9.8479 0.4556 52.9146 0.1177 48.4364 4.1455 4 13 422.3131 122.4561 148.0670 43.4746 25 6 2 0 0 1 2 1 5 2 4 8 1 5 6 3 1 2 0 2 4 0
6597  0.2494 0.4488 598.9788 79 0 0.6076 3.9941 5.4323 0.4943 39.2500 0.5292 23.4500 4.0500 -1 10 103.8560 83.9057 51.6063 59.2663 8 2 0 1 2 0 2 2 1 1 1 2 2 0 2 0 0 0 0 0 2 0
6598  0.2812 0.7050 458.2172 58 0 0.6724 3.9090 4.7224 0.4590 32.8718 0.4758 27.7778 4.2222 0 9 105.0636 49.4420 28.6702 24.3739 9 2 0 1 2 0 2 1 0 1 1 2 2 0 2 0 0 0 0 0 2 0
6599  -0.0433 0.0142 228.8283 18 0 0.8889 3.8526 2.4279 0.4729 15.0000 0.2333 85.4545 4.6364 0 0 76.0806 6.4288 32.4929 1.7390 1 0 0 0 0 0 0 0 1 0 3 3 0 0 2 0 0 0 0 0 2 0
6600  -0.0532 0.3694 1228.2090 130 0 0.4000 3.9556 7.4084 0.4444 38.1154 0.4281 12.3793 3.8966 1 16 175.1852 170.7289 57.3404 129.4170 19 1 1 2 3 0 1 1 5 1 0 3 3 1 0 1 1 0 0 3 2 0
6601  -0.0870 0.7857 1550.8812 138 0 0.3986 4.0713 8.8611 0.4919 32.5818 0.4492 16.4444 3.9444 -1 18 229.6077 158.2126 103.2126 120.2997 20 1 2 1 4 0 0 3 6 1 0 5 3 1 2 1 2 0 0 2 2 0
6602  0.2519 0.0046 484.3767 67 0 0.2239 3.9352 4.0648 0.4775 10.9333 0.4250 23.6111 3.7778 0 10 89.6020 57.1635 34.4042 45.4952 14 1 1 0 1 2 1 1 3 1 1 0 0 0 0 0 2 0 1 2 1 0
6603  0.2890 0.0029 543.5441 83 0 0.1928 3.8045 4.4056 0.4351 13.1250 0.4559 21.8421 3.7895 0 11 71.4084 80.8463 22.9361 80.2749 14 1 1 0 1 2 2 1 3 1 1 0 0 0 0 0 2 0 1 2 1 0
6604  0.1444 0.7883 614.6280 68 0 0.6618 4.0182 5.5297 0.4280 38.5778 0.5526 20.3810 3.7143 -4 11 134.0467 69.8219 59.2517 43.4746 13 1 0 2 1 1 0 4 2 0 0 3 1 0 1 0 2 0 0 1 2 0
6605  0.0142 0.1326 1060.2742 109 0 0.4862 4.0131 6.3667 0.4825 46.1887 0.4928 13.3846 3.8846 -5 16 152.1611 132.2985 78.3652 125.6293 13 1 0 2 3 1 1 4 2 0 0 3 2 0 1 0 2 0 0 2 2 0
6606  0.0855 0.8023 1821.3600 242 0 0.6281 3.9583 9.0844 0.4541 75.2237 0.3793 54.3636 4.5227 3 16 308.9543 126.9411 103.7090 97.6929 18 1 1 2 0 2 1 2 1 3 5 7 1 3 5 0 1 3 1 1 4 0
6607  0.3472 0.9791 778.1011 138 0 0.7246 3.8892 6.7520 0.4366 62.8000 0.2052 51.4444 5.3333 0 16 140.1439 60.4222 23.0354 15.7072 14 1 2 2 1 0 1 1 0 0 2 1 0 3 3 0 2 0 6 1 1 0
6608  -0.2043 0.0001 358.1981 16 0 0.4375 4.3055 3.4283 0.3839 6.0000 0.5564 31.3000 4.2000 -2 6 62.5391 69.8883 40.7339 62.6034 1 0 0 1 2 0 0 0 0 0 2 0 0 2 0 0 1 1 1 0 0 0
6609  0.3897 0.3278 607.6245 66 0 0.3030 3.9310 5.1717 0.4694 16.9000 0.1819 14.4706 4.2353 3 11 72.4577 71.3359 55.4290 61.3714 11 1 2 0 0 0 0 2 2 2 2 0 1 0 0 1 2 0 1 1 0 0
6610  0.1124 0.8244 671.1343 94 0 0.4468 3.9151 5.0310 0.4266 39.0476 0.6052 25.6364 3.4545 -3 9 136.9370 75.3120 47.7836 31.4144 15 1 0 1 3 2 2 0 4 0 0 3 0 1 0 0 1 0 0 2 2 0
6611  -0.0738 0.0402 518.3894 53 0 0.5849 4.0912 4.7471 0.4513 28.5161 0.5961 47.8750 3.8125 -1 4 130.4238 34.3088 61.1630 10.4339 7 0 0 0 0 0 0 1 2 0 3 1 0 0 2 1 1 2 0 0 3 0
6612  -0.0123 0.0004 214.5376 17 0 0.3529 3.9963 2.3721 0.5992 5.0000 0.6140 10.4286 4.1429 0 4 19.3221 49.3978 3.8227 43.5591 3 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 1 0 1 0 0
6613  -0.0520 0.1514 1597.2163 141 1 0.4043 4.1153 8.2707 0.4845 31.7193 0.6451 28.5000 3.8333 -1 5 204.0891 192.9861 120.4147 174.8841 17 1 1 0 3 0 0 0 3 0 3 1 1 1 1 1 0 0 0 0 2 0
6614  -0.2126 0.1953 1570.8600 170 1 0.4353 4.0177 8.5970 0.4663 31.8378 0.4566 26.3000 3.6500 -1 6 245.1485 205.5117 116.5921 150.0877 16 1 1 0 3 0 0 0 4 0 3 1 1 1 1 1 0 1 0 0 2 0
6615  0.4220 0.9705 541.2714 95 0 0.8105 3.9356 6.3340 0.4833 52.9351 0.4413 57.3333 4.9524 -1 10 119.6142 38.5725 32.7907 27.8238 5 1 0 3 0 0 0 1 1 0 1 3 0 2 2 0 0 1 4 1 1 0
6616  0.0119 0.0024 233.1023 21 1 0.1905 3.8757 2.3099 0.4763 3.0000 0.8334 18.3750 2.3750 0 1 67.8446 18.3918 44.2588 0.0000 6 3 0 1 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
6617  -0.0471 0.0021 307.0662 19 0 0.2632 4.1927 3.0978 0.6131 4.0000 0.2896 17.5000 3.0000 1 5 67.7855 38.6389 24.8475 19.2415 5 0 0 0 1 1 1 0 4 2 0 1 0 0 1 0 0 1 0 0 0 0
6618  0.0882 0.8617 1066.2295 139 0 0.3669 3.9776 7.7605 0.4770 30.7843 0.3131 25.5385 4.0769 5 13 192.0128 120.1362 114.6807 93.9896 12 3 1 0 1 0 0 1 1 4 1 2 2 0 2 2 0 3 0 1 2 0
6619  0.2981 0.7612 813.0675 92 0 0.6413 3.9754 6.2242 0.4593 49.1525 0.3174 44.9583 4.2500 0 10 152.4778 48.3484 86.2091 42.0736 10 3 0 0 2 0 2 1 0 3 3 2 0 1 3 0 0 1 0 1 2 0
6620  0.0660 0.8650 842.9124 95 0 0.6421 3.9797 6.1399 0.4411 52.2623 0.2909 44.9583 4.2500 0 10 199.7336 57.0308 66.8971 27.9646 11 3 0 0 2 0 2 1 0 3 3 2 0 1 3 0 0 1 0 1 2 0
6621  0.1872 0.2936 914.4158 115 0 0.2696 3.9654 7.2637 0.4612 19.5484 0.4062 29.4167 4.1667 6 11 184.7670 82.5687 99.3900 57.4991 10 3 1 0 0 0 0 1 1 4 1 2 2 0 2 2 0 2 0 1 2 0
6622  0.3243 0.0939 861.5231 108 0 0.1944 3.9534 7.8658 0.4638 10.1905 0.4370 19.5769 3.9231 3 11 124.3857 100.9513 43.9609 44.0097 27 2 3 1 2 0 1 0 3 1 2 2 1 2 1 2 1 1 0 0 1 0
6623  0.3444 0.4091 718.3367 72 0 0.6389 3.9813 6.3809 0.4158 30.6087 0.4320 37.0952 3.9048 -3 7 117.4566 71.0482 32.4929 104.6207 6 3 0 1 1 0 0 3 2 0 1 3 1 1 1 0 0 0 0 1 3 0
6624  0.2077 0.2072 1031.3126 124 0 0.3145 3.8995 6.9411 0.4982 26.3590 0.2439 32.8400 4.2400 4 12 165.4451 105.2907 99.3899 144.6455 11 4 1 2 0 0 0 1 1 4 1 3 0 0 1 2 0 0 0 4 1 0
6625  -0.2170 0.0000 458.0805 35 0 0.1714 4.1145 3.4265 0.5072 5.0000 0.2111 24.1818 3.8182 0 4 54.3433 97.2944 28.6702 134.8593 3 2 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0 1 0
6626  0.1924 0.7640 977.6818 117 0 0.6325 3.9756 7.5466 0.4358 50.4865 0.2491 40.8148 4.0000 -1 9 152.8736 119.9720 59.2517 105.1276 10 4 0 1 1 0 2 2 1 0 2 6 2 3 0 0 1 0 0 0 2 0
6627  0.1323 0.6996 820.5649 102 0 0.3235 3.8585 7.0943 0.4523 27.5152 0.0441 25.0000 3.9000 -1 10 141.2925 115.4207 43.9609 92.7012 15 0 2 1 1 0 0 2 1 0 4 1 0 0 0 1 3 1 0 0 3 0
6628  0.2107 0.1684 183.6064 19 0 0.8421 3.8759 2.2253 0.4823 15.0000 0.1893 85.0000 4.6667 0 0 51.9280 6.4509 19.1134 3.4780 2 0 0 0 0 0 0 0 1 0 2 3 0 0 2 0 0 0 0 0 1 0
6629  0.4327 0.2654 500.8154 83 0 0.3614 3.8615 4.9628 0.4530 17.3333 0.4406 32.1765 3.7059 -1 8 58.0453 68.7283 17.2021 43.5028 11 1 0 0 1 2 0 1 3 1 0 1 0 0 1 0 2 0 1 2 1 0
6630  0.1286 0.8985 909.6099 101 0 0.6931 3.9867 7.5755 0.4189 38.6857 0.2829 43.5385 3.9615 -3 6 197.3976 87.1644 74.6417 61.0616 12 3 0 0 1 0 0 3 2 0 2 5 1 4 1 1 1 0 0 0 2 0
6631  -0.0334 0.7248 1431.7593 178 0 0.6461 3.9745 8.3278 0.4812 60.1739 0.4728 41.3636 3.8788 -2 9 290.7016 102.3197 111.1558 102.8254 9 2 0 1 1 0 0 3 4 1 2 6 1 3 3 1 2 0 0 0 3 0
6632  0.2114 0.3535 800.9238 97 0 0.3608 3.9670 5.7832 0.4687 31.1429 0.1180 30.9583 3.7500 0 11 124.8607 91.8485 55.4290 66.3630 13 2 0 2 2 0 0 0 2 0 2 2 2 1 1 0 2 2 0 1 3 0
6633  0.1172 0.8869 1045.1718 102 0 0.6078 3.9566 6.6920 0.4287 44.0000 0.6397 40.9600 3.9200 0 10 193.2205 71.9869 80.2765 43.5873 12 1 0 2 1 1 1 0 3 0 2 3 1 0 4 0 2 2 1 0 1 0
6634  0.1250 0.8946 1023.8276 110 0 0.6182 4.0281 6.8424 0.4490 45.0588 0.5575 43.5000 3.9583 1 9 202.9607 63.3710 80.2765 48.7761 12 1 0 1 1 1 1 0 3 1 2 4 1 0 3 0 2 1 1 0 1 0
6635  0.3094 0.6901 791.1508 92 0 0.7065 3.9579 6.4389 0.4794 45.6923 0.5675 35.2692 4.1538 -3 9 142.9751 60.1566 55.4290 62.6034 7 2 1 1 3 0 0 2 3 0 1 3 1 3 3 0 0 0 0 1 2 0
6636  0.0809 0.6575 1108.2135 128 0 0.3906 3.9879 7.2391 0.5116 25.6800 0.2745 33.2857 3.8929 1 12 185.9747 119.0648 114.6807 99.2348 14 3 0 0 2 0 0 1 2 4 1 4 0 0 3 2 1 2 0 2 1 0
6637  -0.0350 0.0008 358.3647 23 0 0.1739 4.0003 4.1264 0.6231 3.0000 0.4799 16.6364 3.7273 0 4 57.9662 49.4641 36.3156 50.5714 3 0 2 0 0 0 0 2 4 0 0 1 0 0 1 0 0 0 0 0 1 0
6638  0.2702 0.6866 756.9639 77 0 0.6753 3.9097 6.5136 0.4414 40.6538 0.5426 40.2273 4.1818 -4 7 139.2731 73.1469 70.8190 57.4428 11 2 0 0 3 0 0 2 2 0 1 3 1 2 3 0 0 0 0 1 2 0
6639  0.1194 0.5799 312.3412 28 0 0.8214 3.7912 3.5350 0.4874 21.3913 0.3620 44.0833 3.6667 -2 3 76.3973 20.3799 32.4929 12.1729 5 2 0 0 1 0 0 1 1 0 0 2 0 1 1 0 0 1 0 0 2 0
6640  0.1910 0.9908 1286.5518 177 0 0.4294 3.9556 8.9472 0.5048 35.1842 0.2248 33.2683 4.2195 1 16 236.6951 118.8342 112.7694 48.8042 27 4 2 3 1 0 3 1 4 1 1 2 0 2 7 3 0 1 0 4 2 0
6641  0.2334 0.9817 1290.9683 209 0 0.5694 3.9186 8.0138 0.4353 64.3193 0.3507 42.7368 4.5526 3 16 250.1172 75.6660 51.7056 26.2537 16 1 1 0 0 1 1 3 2 2 4 6 3 3 3 1 3 0 0 3 1 0
6642  0.0629 0.0224 1087.7833 99 0 0.2020 3.8782 7.7117 0.4125 11.9000 0.3666 11.6800 3.7200 1 15 156.4174 164.1231 107.0353 94.3839 20 1 1 2 2 0 0 1 3 1 2 0 2 1 2 1 3 2 0 1 0 0
6643  0.0239 0.1280 798.9979 72 0 0.3472 3.8724 6.1251 0.4265 20.0000 0.3046 7.7500 4.1250 4 14 136.9370 121.1320 72.6311 69.9818 12 0 3 3 2 0 0 0 2 1 1 0 2 1 3 2 2 1 0 0 1 0
6644  0.0549 0.0018 164.1097 19 0 0.3684 3.6469 2.2340 0.5108 6.0000 0.4585 0.8571 3.5714 2 4 45.8899 32.2102 28.6702 26.0848 3 0 0 1 0 0 0 0 1 1 0 0 1 0 1 1 1 0 0 0 0 0
6645  0.0547 0.0036 407.6714 24 0 0.4583 4.0377 3.7101 0.6467 9.8182 0.3007 -15.5000 3.3750 0 6 64.0043 19.6182 55.4290 14.1090 4 1 0 1 1 0 0 1 1 0 0 0 2 0 0 0 1 0 0 0 0 0
6646  -0.1573 0.1943 2683.1548 345 1 0.4464 3.9498 12.1429 0.4496 40.9091 0.1854 30.4561 4.3684 0 31 464.3225 259.1860 144.1451 204.6158 31 3 4 2 1 1 3 4 2 1 2 3 0 3 3 4 6 2 5 3 5 0
6647  -0.2036 0.7343 2846.4998 357 1 0.4594 3.9426 12.2235 0.4609 43.6951 0.1974 30.5833 4.2667 0 31 476.3988 261.3068 151.6912 183.6072 35 3 4 2 1 1 3 4 4 1 3 3 0 3 3 4 6 2 5 3 5 0
6648  -0.2626 0.6333 2813.9612 351 1 0.4530 3.9447 12.3636 0.4575 44.6289 0.2082 29.9825 4.2456 -1 30 483.8820 270.8393 155.8117 206.1013 31 2 3 2 1 1 3 4 4 1 2 3 0 3 3 4 6 2 5 3 5 0
6649  0.1368 0.1140 205.9771 36 0 0.6111 3.9532 2.1383 0.4542 21.0000 0.1162 28.1111 4.6667 1 5 38.8816 18.3033 15.2908 13.9119 5 0 1 1 0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 2 0 0
6650  0.3424 0.6705 291.8807 57 0 0.8421 3.8306 3.2684 0.5046 46.1250 0.2245 60.5385 4.8462 3 4 55.5509 9.7759 11.4681 1.7671 3 2 2 0 0 0 0 0 0 1 2 4 0 0 0 0 0 0 0 1 1 0
6651  0.2474 0.5922 523.0580 55 0 0.6727 4.0954 4.3252 0.5163 33.7838 0.5802 42.2222 4.1111 -2 6 120.7628 31.1830 53.5177 6.9559 8 2 0 0 1 1 0 2 1 0 1 2 1 2 1 0 0 1 0 1 2 0
6652  -0.0102 0.8811 1221.9905 134 0 0.7015 4.0106 8.1597 0.5044 49.3191 0.6056 46.3214 4.1429 -2 9 266.1532 97.7241 122.4254 67.8486 14 2 0 0 2 1 0 2 2 1 2 4 1 2 1 0 0 1 0 2 5 0
6653  -0.0113 0.9233 1204.3715 138 0 0.6594 3.9937 7.8347 0.5118 51.3407 0.5983 46.3214 4.1429 -2 9 262.4512 93.2612 116.6913 52.1695 9 2 0 0 2 1 0 2 2 1 2 4 1 2 1 0 0 1 0 2 5 0
6654  0.4194 0.0738 2427.8735 215 0 0.3628 3.9689 10.4893 0.5049 23.0513 0.3747 28.2857 4.5102 4 29 305.5299 239.1695 219.8047 249.6041 28 2 5 1 1 0 0 4 3 0 4 5 4 1 2 1 3 6 1 4 2 0
6655  0.3059 0.8407 606.2255 100 0 0.4400 3.8891 5.5275 0.4532 36.8182 0.4933 6.7727 3.8636 1 14 113.9921 64.7301 42.0496 24.5148 12 0 2 2 2 0 1 1 2 1 1 0 1 2 2 1 3 1 0 0 0 0
6656  0.3525 0.6053 876.0801 101 0 0.4455 4.0070 7.5818 0.4708 33.9111 0.3413 22.6071 4.1429 2 15 147.3306 79.7084 70.7198 99.6009 8 2 1 1 3 0 0 1 3 1 1 4 4 0 1 0 1 1 0 2 2 0
6657  0.1715 0.6187 699.7090 81 0 0.7037 3.8932 5.1857 0.4982 44.4211 0.2036 54.5333 5.7333 3 9 117.1399 90.3031 61.1630 45.6642 6 1 1 0 0 0 0 0 0 0 1 2 2 0 2 0 1 0 1 4 0 0
